Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price
SLP,SIMULATIONS PLUS INC,Health Care,Equity,"108,133.74",0.00,"108,133.74","4,201.00",25.74
DSGR,DISTRIBUTION SOLUTIONS GROUP INC,Industrials,Equity,"105,739.89",0.00,"105,739.89","4,019.00",26.31
BAND,BANDWIDTH INC CLASS A,Communication,Equity,"106,073.52",0.00,"106,073.52","8,582.00",12.36
HZO,MARINEMAX INC,Consumer Discretionary,Equity,"106,149.72",0.00,"106,149.72","5,466.00",19.42
WTBA,WEST BANCORPORATION INC,Financials,Equity,"106,199.64",0.00,"106,199.64","5,778.00",18.38
CCNE,CNB FINANCIAL CORP,Financials,Equity,"106,624.83",0.00,"106,624.83","5,109.00",20.87
BIGC,BIGCOMMERCE HOLDINGS INC SERIES,Information Technology,Equity,"106,756.44",0.00,"106,756.44","20,067.00",5.32
LENZ,LENZ THERAPEUTICS INC,Health Care,Equity,"106,864.56",0.00,"106,864.56","5,764.00",18.54
VIR,VIR BIOTECHNOLOGY INC,Health Care,Equity,"106,983.36",0.00,"106,983.36","20,262.00",5.28
RIGL,RIGEL PHARMACEUTICALS INC,Health Care,Equity,"104,503.02",0.00,"104,503.02","6,427.00",16.26
CSTL,CASTLE BIOSCIENCES INC,Health Care,Equity,"104,567.40",0.00,"104,567.40","5,418.00",19.30
CYH,COMMUNITY HEALTH SYSTEMS INC,Health Care,Equity,"104,658.51",0.00,"104,658.51","41,367.00",2.53
PRTH,PRIORITY TECHNOLOGY HOLDINGS INC,Financials,Equity,"104,660.10",0.00,"104,660.10","15,930.00",6.57
BYRN,BYRNA TECHNOLOGIES INC,Industrials,Equity,"104,918.24",0.00,"104,918.24","5,803.00",18.08
NBN,NORTHEAST BANK,Financials,Equity,"104,977.60",0.00,"104,977.60","1,274.00",82.40
PRTA,PROTHENA PLC,Health Care,Equity,"105,117.12",0.00,"105,117.12","10,848.00",9.69
FARO,FARO TECHNOLOGIES INC,Information Technology,Equity,"105,513.10",0.00,"105,513.10","4,246.00",24.85
SRDX,SURMODICS INC,Health Care,Equity,"105,555.00",0.00,"105,555.00","3,875.00",27.24
STKL,SUNOPTA INC,Consumer Staples,Equity,"105,598.90",0.00,"105,598.90","28,235.00",3.74
ATEX,ANTERIX INC,Communication,Equity,"105,618.24",0.00,"105,618.24","3,224.00",32.76
OUST,OUSTER INC,Information Technology,Equity,"103,077.80",0.00,"103,077.80","14,518.00",7.10
PX,P10 INC CLASS A,Financials,Equity,"103,199.40",0.00,"103,199.40","9,885.00",10.44
HIFS,HINGHAM INSTITUTION FOR SAVINGS,Financials,Equity,"103,558.62",0.00,"103,558.62",473.00,218.94
HTLD,HEARTLAND EXPRESS INC,Industrials,Equity,"103,560.00",0.00,"103,560.00","12,000.00",8.63
GRNT,GRANITE RIDGE RESOURCES INC,Energy,Equity,"103,630.75",0.00,"103,630.75","21,817.00",4.75
TRTX,TPG RE FINANCE TRUST INC,Financials,Equity,"103,686.30",0.00,"103,686.30","15,027.00",6.90
BWB,BRIDGEWATER BANCSHARES INC,Financials,Equity,"103,761.00",0.00,"103,761.00","8,235.00",12.60
DSP,VIANT TECHNOLOGY INC CLASS A,Information Technology,Equity,"103,984.92",0.00,"103,984.92","7,842.00",13.26
GDOT,GREEN DOT CORP CLASS A,Financials,Equity,"103,995.36",0.00,"103,995.36","14,364.00",7.24
BFS,SAUL CENTERS REIT INC,Real Estate,Equity,"104,264.32",0.00,"104,264.32","3,226.00",32.32
ACCO,ACCO BRANDS CORP,Industrials,Equity,"101,687.19",0.00,"101,687.19","28,013.00",3.63
NLOP,NET LEASE OFFICE PROPERTIES,Real Estate,Equity,"102,313.14",0.00,"102,313.14","3,774.00",27.11
CIFR,CIPHER MINING INC,Information Technology,Equity,"102,426.36",0.00,"102,426.36","46,138.00",2.22
FISI,FINANCIAL INSTITUTIONS INC,Financials,Equity,"102,588.61",0.00,"102,588.61","4,661.00",22.01
AVO,MISSION PRODUCE INC,Consumer Staples,Equity,"102,591.42",0.00,"102,591.42","10,533.00",9.74
RRBI,RED RIVER BANCSHARES INC,Financials,Equity,"100,284.28",0.00,"100,284.28","2,078.00",48.26
REFI,CHICAGO ATLANTIC REAL ESTATE FINAN,Financials,Equity,"100,861.80",0.00,"100,861.80","7,527.00",13.40
RM,REGIONAL MANAGEMENT CORP,Financials,Equity,"100,922.41",0.00,"100,922.41","3,413.00",29.57
MLNK,MERIDIANLINK INC,Information Technology,Equity,"101,226.80",0.00,"101,226.80","6,098.00",16.60
FPI,FARMLAND PARTNERS INC,Real Estate,Equity,"101,234.00",0.00,"101,234.00","10,330.00",9.80
LIND,LINDBLAD EXPEDITIONS HOLDINGS INC,Consumer Discretionary,Equity,"101,239.68",0.00,"101,239.68","12,592.00",8.04
HY,HYSTER YALE INC CLASS A,Industrials,Equity,"101,360.44",0.00,"101,360.44","2,708.00",37.43
CCO,CLEAR CHANNEL OUTDOOR HOLDINGS INC,Communication,Equity,"101,426.76",0.00,"101,426.76","99,438.00",1.02
CTKB,CYTEK BIOSCIENCES INC,Health Care,Equity,"98,940.16",0.00,"98,940.16","28,108.00",3.52
MBCN,MIDDLEFIELD BANC CORP,Financials,Equity,"99,352.04",0.00,"99,352.04","4,244.00",23.41
FSBC,FIVE STAR BANCORP,Financials,Equity,"99,367.65",0.00,"99,367.65","3,951.00",25.15
LXU,LSB INDUSTRIES INC,Materials,Equity,"99,368.28",0.00,"99,368.28","19,638.00",5.06
WSBF,WATERSTONE FINANCIAL INC,Financials,Equity,"99,520.06",0.00,"99,520.06","8,342.00",11.93
PUMP,PROPETRO HOLDING CORP,Energy,Equity,"99,571.21",0.00,"99,571.21","20,197.00",4.93
DNTH,DIANTHUS THERAPEUTICS INC,Health Care,Equity,"99,637.20",0.00,"99,637.20","6,387.00",15.60
ONIT,ONITY GROUP INC,Financials,Equity,"99,639.50",0.00,"99,639.50","3,490.00",28.55
XERS,XERIS BIOPHARMA HOLDINGS INC,Health Care,Equity,"99,792.80",0.00,"99,792.80","25,264.00",3.95
MNMD,MIND MEDICINE SUBORDINATE VOTING I,Health Care,Equity,"100,091.22",0.00,"100,091.22","19,473.00",5.14
COGT,COGENT BIOSCIENCES INC,Health Care,Equity,"100,202.52",0.00,"100,202.52","24,926.00",4.02
TTI,TETRA TECHNOLOGIES INC,Energy,Equity,"97,679.76",0.00,"97,679.76","42,842.00",2.28
RES,RPC INC,Energy,Equity,"97,752.82",0.00,"97,752.82","20,977.00",4.66
TCMD,TACTILE SYSTEMS TECHNOLOGY INC,Health Care,Equity,"97,766.40",0.00,"97,766.40","7,296.00",13.40
PHLT,PERFORMANT HEALTHCARE INC,Health Care,Equity,"97,920.46",0.00,"97,920.46","40,463.00",2.42
VTLE,VITAL ENERGY INC,Energy,Equity,"98,062.34",0.00,"98,062.34","7,351.00",13.34
TDUP,THREDUP INC CLASS A,Consumer Discretionary,Equity,"98,122.20",0.00,"98,122.20","29,734.00",3.30
FWRD,FORWARD AIR CORP,Industrials,Equity,"98,347.59",0.00,"98,347.59","7,389.00",13.31
PACS,PACS GROUP INC,Health Care,Equity,"98,356.80",0.00,"98,356.80","10,576.00",9.30
MSBI,MIDLAND STATES BANCORP INC,Financials,Equity,"98,486.10",0.00,"98,486.10","6,273.00",15.70
HOUS,ANYWHERE REAL ESTATE INC,Real Estate,Equity,"98,539.70",0.00,"98,539.70","31,787.00",3.10
BGS,B AND G FOODS INC,Consumer Staples,Equity,"98,543.22",0.00,"98,543.22","17,049.00",5.78
DNUT,KRISPY KREME INC,Consumer Discretionary,Equity,"96,469.23",0.00,"96,469.23","22,487.00",4.29
TSVT,2SEVENTY BIO INC,Health Care,Equity,"96,536.48",0.00,"96,536.48","19,463.00",4.96
ARVN,ARVINAS INC,Health Care,Equity,"96,949.90",0.00,"96,949.90","14,645.00",6.62
AHH,ARMADA HOFFLER PROPERTIES REIT INC,Real Estate,Equity,"97,395.76",0.00,"97,395.76","14,938.00",6.52
AXL,AMERICAN AXLE AND MANUFACTURING HO,Consumer Discretionary,Equity,"94,788.72",0.00,"94,788.72","30,381.00",3.12
WASH,WASHINGTON TRUST BANCORP INC,Financials,Equity,"94,844.00",0.00,"94,844.00","3,620.00",26.20
PUBM,PUBMATIC INC CLASS A,Communication,Equity,"94,870.76",0.00,"94,870.76","11,444.00",8.29
CVGW,CALAVO GROWERS INC,Consumer Staples,Equity,"94,916.76",0.00,"94,916.76","4,174.00",22.74
BCAX,BICARA THERAPEUTICS INC,Health Care,Equity,"94,943.10",0.00,"94,943.10","9,354.00",10.15
ANGO,ANGIODYNAMICS INC,Health Care,Equity,"95,199.72",0.00,"95,199.72","10,303.00",9.24
PARAA,PARAMOUNT GLOBAL CLASS A,Communication,Equity,"95,644.73",0.00,"95,644.73","4,219.00",22.67
ALT,ALTIMMUNE INC,Health Care,Equity,"96,041.92",0.00,"96,041.92","23,087.00",4.16
FMAO,FARMERS AND MERCHANTS BANCORP INC,Financials,Equity,"96,097.26",0.00,"96,097.26","4,386.00",21.91
FDBC,FIDELITY D AND D BANCORP INC,Financials,Equity,"93,448.25",0.00,"93,448.25","2,345.00",39.85
TBCH,TURTLE BEACH CORP,Information Technology,Equity,"94,074.87",0.00,"94,074.87","8,529.00",11.03
PACB,PACIFIC BIOSCIENCES OF CALIFORNIA,Health Care,Equity,"94,260.90",0.00,"94,260.90","68,305.00",1.38
SAGE,SAGE THERAPEUTICS INC,Health Care,Equity,"94,314.59",0.00,"94,314.59","13,649.00",6.91
ULH,UNIVERSAL LOGISTICS INC,Industrials,Equity,"94,465.50",0.00,"94,465.50","3,550.00",26.61
FFIC,FLUSHING FINANCIAL CORP,Financials,Equity,"94,568.64",0.00,"94,568.64","8,566.00",11.04
KURA,KURA ONCOLOGY INC,Health Care,Equity,"94,634.67",0.00,"94,634.67","16,809.00",5.63
KLC,KINDERCARE LEARNING COMPANIES INC,Consumer Discretionary,Equity,"94,676.98",0.00,"94,676.98","8,678.00",10.91
RPAY,REPAY HOLDINGS CORP CLASS A,Financials,Equity,"94,716.00",0.00,"94,716.00","21,048.00",4.50
SD,SANDRIDGE ENERGY INC,Energy,Equity,"92,726.80",0.00,"92,726.80","10,079.00",9.20
CENT,CENTRAL GARDEN AND PET,Consumer Staples,Equity,"92,889.90",0.00,"92,889.90","2,610.00",35.59
RCKT,ROCKET PHARMACEUTICALS INC,Health Care,Equity,"92,990.56",0.00,"92,990.56","18,824.00",4.94
CMP,COMPASS MINERALS INTERNATIONAL INC,Materials,Equity,"93,140.28",0.00,"93,140.28","9,078.00",10.26
DIN,DINE BRANDS GLOBAL INC,Consumer Discretionary,Equity,"93,248.48",0.00,"93,248.48","4,589.00",20.32
SSTK,SHUTTERSTOCK INC,Communication,Equity,"93,343.90",0.00,"93,343.90","6,085.00",15.34
ALRS,ALERUS FINANCIAL CORP,Financials,Equity,"90,844.16",0.00,"90,844.16","5,632.00",16.13
DHIL,DIAMOND HILL INVESTMENT GROUP INC,Financials,Equity,"90,977.04",0.00,"90,977.04",693.00,131.28
MVBF,MVB FINANCIAL CORP,Financials,Equity,"91,053.70",0.00,"91,053.70","5,638.00",16.15
RCUS,ARCUS BIOSCIENCES INC,Health Care,Equity,"91,260.00",0.00,"91,260.00","12,168.00",7.50
MYE,MYERS INDUSTRIES INC,Materials,Equity,"91,634.40",0.00,"91,634.40","9,790.00",9.36
FLGT,FULGENT GENETICS INC,Health Care,Equity,"91,797.01",0.00,"91,797.01","5,297.00",17.33
CRMT,AMERICAS CAR MART INC,Consumer Discretionary,Equity,"91,802.00",0.00,"91,802.00","1,970.00",46.60
URGN,UROGEN PHARMA LTD,Health Care,Equity,"89,402.19",0.00,"89,402.19","9,521.00",9.39
EGY,VAALCO ENERGY INC,Energy,Equity,"89,788.93",0.00,"89,788.93","28,147.00",3.19
TITN,TITAN MACHINERY INC,Industrials,Equity,"89,934.00",0.00,"89,934.00","5,765.00",15.60
CLFD,CLEARFIELD INC,Information Technology,Equity,"90,065.70",0.00,"90,065.70","3,435.00",26.22
USNA,USANA HEALTH SCIENCES INC,Consumer Staples,Equity,"90,251.52",0.00,"90,251.52","3,648.00",24.74
KRNY,KEARNY FINANCIAL CORP,Financials,Equity,"90,284.48",0.00,"90,284.48","15,784.00",5.72
BMBL,BUMBLE INC CLASS A,Communication,Equity,"90,408.92",0.00,"90,408.92","23,422.00",3.86
SFST,SOUTHERN FIRST BANCSHARES INC,Financials,Equity,"90,458.16",0.00,"90,458.16","2,936.00",30.81
INBK,FIRST INTERNET BANCORP,Financials,Equity,"90,462.96",0.00,"90,462.96","4,053.00",22.32
LAB,STANDARD BIOTOOLS INC,Health Care,Equity,"90,526.70",0.00,"90,526.70","82,297.00",1.10
METCV,RAMACO RESOURCES INC CLASS A,Materials,Equity,"88,055.91",0.00,"88,055.91","11,421.00",7.71
LUNR,INTUITIVE MACHINES INC CLASS A,Industrials,Equity,"88,090.24",0.00,"88,090.24","11,236.00",7.84
CNDT,CONDUENT INC,Industrials,Equity,"88,382.22",0.00,"88,382.22","41,494.00",2.13
ACTG,ACACIA RESEARCH CORP,Financials,Equity,"88,514.28",0.00,"88,514.28","31,167.00",2.84
CHCT,COMMUNITY HEALTHCARE TRUST INC,Real Estate,Equity,"88,727.28",0.00,"88,727.28","5,822.00",15.24
BMRC,BANK OF MARIN BANCORP,Financials,Equity,"89,171.70",0.00,"89,171.70","4,538.00",19.65
FC,FRANKLIN COVEY,Industrials,Equity,"86,671.32",0.00,"86,671.32","4,413.00",19.64
PBPB,POTBELLY CORP,Consumer Discretionary,Equity,"86,672.70",0.00,"86,672.70","10,245.00",8.46
GIC,GLOBAL INDUSTRIAL,Industrials,Equity,"87,283.17",0.00,"87,283.17","3,991.00",21.87
MGTX,MEIRAGTX HOLDINGS PLC,Health Care,Equity,"87,624.81",0.00,"87,624.81","17,283.00",5.07
ENFN,ENFUSION INC CLASS A,Information Technology,Equity,"87,744.28",0.00,"87,744.28","8,132.00",10.79
HPP,HUDSON PACIFIC PROPERTIES REIT INC,Real Estate,Equity,"85,484.44",0.00,"85,484.44","39,946.00",2.14
KROS,KEROS THERAPEUTICS INC,Health Care,Equity,"85,863.60",0.00,"85,863.60","7,015.00",12.24
OOMA,OOMA INC,Information Technology,Equity,"85,956.00",0.00,"85,956.00","7,163.00",12.00
ABSI,ABSCI CORP,Health Care,Equity,"86,180.32",0.00,"86,180.32","35,104.00",2.46
FNLC,FIRST BANCORP INC,Financials,Equity,"86,264.20",0.00,"86,264.20","3,817.00",22.60
JMSB,JOHN MARSHALL BANCORP INC,Financials,Equity,"86,469.38",0.00,"86,469.38","5,947.00",14.54
PKST,PEAKSTONE REALTY TRUST CLASS E,Real Estate,Equity,"84,040.80",0.00,"84,040.80","7,372.00",11.40
HVT,HAVERTY FURNITURE COMPANIES INC,Consumer Discretionary,Equity,"84,072.59",0.00,"84,072.59","4,627.00",18.17
CMCO,COLUMBUS MCKINNON CORP,Industrials,Equity,"84,512.20",0.00,"84,512.20","6,665.00",12.68
RMNI,RIMINI STREET INC,Information Technology,Equity,"84,982.96",0.00,"84,982.96","25,444.00",3.34
LAND,GLADSTONE LAND REIT CORP,Real Estate,Equity,"85,126.08",0.00,"85,126.08","9,334.00",9.12
IMNM,IMMUNOME INC,Health Care,Equity,"85,163.20",0.00,"85,163.20","13,736.00",6.20
AMBC,AMBAC FINANCIAL GROUP INC,Financials,Equity,"85,228.60",0.00,"85,228.60","13,012.00",6.55
ARCT,ARCTURUS THERAPEUTICS HOLDINGS INC,Health Care,Equity,"82,728.80",0.00,"82,728.80","8,848.00",9.35
CLDT,CHATHAM LODGING TRUST REIT,Real Estate,Equity,"83,006.10",0.00,"83,006.10","12,990.00",6.39
ARKO,ARKO,Consumer Discretionary,Equity,"83,195.64",0.00,"83,195.64","21,009.00",3.96
AIP,ARTERIS INC,Information Technology,Equity,"83,237.24",0.00,"83,237.24","13,781.00",6.04
SVC,SERVICE PROPERTIES TRUST,Real Estate,Equity,"83,375.32",0.00,"83,375.32","43,652.00",1.91
MCFT,MASTERCRAFT BOAT HOLDINGS INC,Consumer Discretionary,Equity,"83,424.00",0.00,"83,424.00","5,280.00",15.80
MITK,MITEK SYSTEMS INC,Information Technology,Equity,"83,625.79",0.00,"83,625.79","11,047.00",7.57
TSHA,TAYSHA GENE THERAPIES INC,Health Care,Equity,"81,182.79",0.00,"81,182.79","69,387.00",1.17
CLMB,CLIMB GLOBAL SOLUTIONS INC,Information Technology,Equity,"81,382.74",0.00,"81,382.74",782.00,104.07
AQST,AQUESTIVE THERAPEUTICS INC,Health Care,Equity,"81,428.16",0.00,"81,428.16","33,648.00",2.42
XPER,XPERI INC,Information Technology,Equity,"81,756.54",0.00,"81,756.54","12,501.00",6.54
RBBN,RIBBON COMMUNICATIONS INC,Information Technology,Equity,"81,784.02",0.00,"81,784.02","23,637.00",3.46
NUVB,NUVATION BIO INC CLASS A,Health Care,Equity,"82,034.75",0.00,"82,034.75","46,877.00",1.75
KE,KIMBALL ELECTRONICS INC,Information Technology,Equity,"82,059.24",0.00,"82,059.24","6,092.00",13.47
PKE,PARK AEROSPACE CORP,Industrials,Equity,"82,188.80",0.00,"82,188.80","6,421.00",12.80
ANIK,ANIKA THERAPEUTICS INC,Health Care,Equity,"82,334.40",0.00,"82,334.40","6,054.00",13.60
AMRC,AMERESCO INC CLASS A,Industrials,Equity,"82,362.98",0.00,"82,362.98","8,059.00",10.22
ZIMV,ZIMVIE INC,Health Care,Equity,"82,410.02",0.00,"82,410.02","9,086.00",9.07
GMRE,GLOBAL MEDICAL REIT INC,Real Estate,Equity,"82,428.84",0.00,"82,428.84","11,742.00",7.02
SHBI,SHORE BANCSHARES INC,Financials,Equity,"80,900.80",0.00,"80,900.80","6,856.00",11.80
ASPN,ASPEN AEROGELS INC,Materials,Equity,"80,993.10",0.00,"80,993.10","15,881.00",5.10
TG,TREDEGAR CORP,Materials,Equity,"81,016.32",0.00,"81,016.32","11,508.00",7.04
SFIX,STITCH FIX INC CLASS A,Consumer Discretionary,Equity,"78,454.80",0.00,"78,454.80","26,505.00",2.96
FRST,PRIMIS FINANCIAL CORP,Financials,Equity,"78,456.00",0.00,"78,456.00","9,807.00",8.00
WLDN,WILLDAN GROUP INC,Industrials,Equity,"78,688.74",0.00,"78,688.74","2,054.00",38.31
ILPT,INDUSTRIAL LOGISTICS PROPERTIES TR,Real Estate,Equity,"79,025.31",0.00,"79,025.31","28,947.00",2.73
OIS,OIL STATES INTERNATIONAL INC,Energy,Equity,"79,027.68",0.00,"79,027.68","23,312.00",3.39
HAIN,HAIN CELESTIAL GROUP INC,Consumer Staples,Equity,"79,599.40",0.00,"79,599.40","23,620.00",3.37
LASR,NLIGHT INC,Information Technology,Equity,"77,198.94",0.00,"77,198.94","10,997.00",7.02
REPX,RILEY EXPLORATION PERMIAN INC,Energy,Equity,"77,308.08",0.00,"77,308.08","3,338.00",23.16
WOOF,PETCO HEALTH AND WELLNESS COMPANY,Consumer Discretionary,Equity,"77,447.36",0.00,"77,447.36","23,612.00",3.28
RYAM,RAYONIER ADVANCED MATERIALS INC,Materials,Equity,"77,864.08",0.00,"77,864.08","16,358.00",4.76
KRUS,KURA SUSHI USA INC,Consumer Discretionary,Equity,"77,892.30",0.00,"77,892.30","1,530.00",50.91
PGEN,PRECIGEN INC,Health Care,Equity,"78,040.32",0.00,"78,040.32","60,969.00",1.28
TWI,TITAN INTERNATIONAL INC,Industrials,Equity,"78,137.46",0.00,"78,137.46","11,259.00",6.94
THRY,THRYV HOLDINGS INC,Communication,Equity,"75,699.45",0.00,"75,699.45","6,705.00",11.29
ZEUS,OLYMPIC STEEL INC,Materials,Equity,"75,908.04",0.00,"75,908.04","2,561.00",29.64
IPI,INTREPID POTASH INC,Materials,Equity,"76,081.50",0.00,"76,081.50","2,915.00",26.10
RBB,RBB BANCORP,Financials,Equity,"76,091.25",0.00,"76,091.25","4,925.00",15.45
ALNT,ALLIENT INC,Industrials,Equity,"76,279.28",0.00,"76,279.28","3,538.00",21.56
MLYS,MINERALYS THERAPEUTICS INC,Health Care,Equity,"76,419.11",0.00,"76,419.11","6,269.00",12.19
BLFY,BLUE FOUNDRY BANCORP,Financials,Equity,"76,457.92",0.00,"76,457.92","8,932.00",8.56
VREX,VAREX IMAGING CORP,Health Care,Equity,"76,602.78",0.00,"76,602.78","9,897.00",7.74
URG,UR ENERGY INC,Energy,Equity,"76,770.08",0.00,"76,770.08","124,123.00",0.62
VMD,VIEMED HEALTHCARE INC,Health Care,Equity,"76,779.74",0.00,"76,779.74","11,758.00",6.53
BWMN,BOWMAN CONSULTING GROUP LTD,Industrials,Equity,"74,456.82",0.00,"74,456.82","3,363.00",22.14
ORIC,ORIC PHARMACEUTICALS INC,Health Care,Equity,"74,765.57",0.00,"74,765.57","17,347.00",4.31
SANA,SANA BIOTECHNOLOGY INC,Health Care,Equity,"75,311.19",0.00,"75,311.19","49,223.00",1.53
CZFS,CITIZENS FINANCIAL SERVICES INC,Financials,Equity,"75,429.20",0.00,"75,429.20","1,364.00",55.30
TMCI,TREACE MEDICAL CONCEPTS INC,Health Care,Equity,"75,645.78",0.00,"75,645.78","10,822.00",6.99
GTN,GRAY MEDIA INC,Communication,Equity,"73,051.49",0.00,"73,051.49","21,677.00",3.37
LXFR,LUXFER HOLDINGS PLC,Industrials,Equity,"73,646.40",0.00,"73,646.40","7,328.00",10.05
ZUMZ,ZUMIEZ INC,Consumer Discretionary,Equity,"73,684.00",0.00,"73,684.00","5,450.00",13.52
OCGN,OCUGEN INC,Health Care,Equity,"74,048.39",0.00,"74,048.39","110,586.00",0.67
PANL,PANGAEA LOGISTICS SOLUTIONS LTD,Industrials,Equity,"71,988.98",0.00,"71,988.98","17,059.00",4.22
CRNC,CERENCE INC,Information Technology,Equity,"72,072.00",0.00,"72,072.00","10,010.00",7.20
GCI,GANNETT CO INC,Communication,Equity,"72,077.46",0.00,"72,077.46","26,402.00",2.73
SHYF,SHYFT GROUP INC,Industrials,Equity,"72,264.85",0.00,"72,264.85","8,977.00",8.05
SIGA,SIGA TECHNOLOGIES INC,Health Care,Equity,"72,354.24",0.00,"72,354.24","12,222.00",5.92
HNST,THE HONEST COMPANY INC,Consumer Staples,Equity,"72,439.36",0.00,"72,439.36","16,352.00",4.43
ERAS,ERASCA INC,Health Care,Equity,"72,538.21",0.00,"72,538.21","68,111.00",1.06
GCT,GIGACLOUD TECHNOLOGY INC CLASS A,Consumer Discretionary,Equity,"72,629.76",0.00,"72,629.76","6,272.00",11.58
NUS,NU SKIN ENTERPRISES INC CLASS A,Consumer Staples,Equity,"72,639.69",0.00,"72,639.69","11,967.00",6.07
AKBA,AKEBIA THERAPEUTICS INC,Health Care,Equity,"70,239.80",0.00,"70,239.80","45,316.00",1.55
BOC,BOSTON OMAHA CORP CLASS A,Communication,Equity,"70,281.91",0.00,"70,281.91","4,981.00",14.11
AMPS,ALTUS POWER INC CLASS A,Utilities,Equity,"70,304.11",0.00,"70,304.11","14,089.00",4.99
MTW,MANITOWOC INC,Industrials,Equity,"70,482.40",0.00,"70,482.40","9,274.00",7.60
WOLF,WOLFSPEED INC,Information Technology,Equity,"71,038.08",0.00,"71,038.08","32,888.00",2.16
FLIC,FIRST OF LONG ISLAND CORP,Financials,Equity,"71,240.60",0.00,"71,240.60","6,658.00",10.70
ONTF,ON24 INC,Information Technology,Equity,"71,435.52",0.00,"71,435.52","15,264.00",4.68
LOVE,LOVESAC COMPANY,Consumer Discretionary,Equity,"71,482.34",0.00,"71,482.34","3,866.00",18.49
CELC,CELCUITY INC,Health Care,Equity,"68,879.95",0.00,"68,879.95","7,963.00",8.65
KALV,KALVISTA PHARMACEUTICALS INC,Health Care,Equity,"68,931.60",0.00,"68,931.60","6,540.00",10.54
HYLN,HYLIION HOLDINGS CORP,Industrials,Equity,"69,437.34",0.00,"69,437.34","55,109.00",1.26
NVEC,NVE CORP,Information Technology,Equity,"70,108.34",0.00,"70,108.34","1,258.00",55.73
PAHC,PHIBRO ANIMAL HEALTH CORP CLASS A,Health Care,Equity,"68,168.84",0.00,"68,168.84","3,847.00",17.72
UIS,UNISYS CORP,Information Technology,Equity,"68,689.40",0.00,"68,689.40","18,220.00",3.77
PACK,RANPAK HOLDINGS CORP CLASS A,Materials,Equity,"68,723.00",0.00,"68,723.00","18,085.00",3.80
TH,TARGET HOSPITALITY CORP,Consumer Discretionary,Equity,"65,089.92",0.00,"65,089.92","9,686.00",6.72
SKYT,SKYWATER TECHNOLOGY INC,Information Technology,Equity,"65,116.80",0.00,"65,116.80","9,690.00",6.72
JAKK,JAKKS PACIFIC INC,Consumer Discretionary,Equity,"65,179.38",0.00,"65,179.38","3,493.00",18.66
CAPR,CAPRICOR THERAPEUTICS INC,Health Care,Equity,"65,561.04",0.00,"65,561.04","7,383.00",8.88
MATV,MATIV HOLDINGS INC,Materials,Equity,"65,919.18",0.00,"65,919.18","13,907.00",4.74
NEWT,NEWTEKONE INC,Financials,Equity,"65,965.45",0.00,"65,965.45","6,697.00",9.85
VPG,VISHAY PRECISION GROUP INC,Information Technology,Equity,"66,088.80",0.00,"66,088.80","3,288.00",20.10
CRSR,CORSAIR GAMING INC,Information Technology,Equity,"63,460.32",0.00,"63,460.32","10,302.00",6.16
DDD,3D SYSTEMS CORP,Industrials,Equity,"63,553.21",0.00,"63,553.21","31,307.00",2.03
LILA,LIBERTY LATIN AMERICA LTD CLASS A,Communication,Equity,"63,573.50",0.00,"63,573.50","11,995.00",5.30
NNOX,NANO X IMAGING LTD,Health Care,Equity,"64,383.74",0.00,"64,383.74","14,666.00",4.39
RCEL,AVITA MEDICAL INC,Health Care,Equity,"62,092.85",0.00,"62,092.85","7,195.00",8.63
DMRC,DIGIMARC CORP,Information Technology,Equity,"62,150.72",0.00,"62,150.72","5,344.00",11.63
ESPR,ESPERION THERAPEUTICS INC,Health Care,Equity,"62,334.72",0.00,"62,334.72","64,932.00",0.96
RMR,RMR GROUP INC CLASS A,Real Estate,Equity,"62,359.56",0.00,"62,359.56","4,174.00",14.94
NBR,NABORS INDUSTRIES LTD,Energy,Equity,"62,460.72",0.00,"62,460.72","2,268.00",27.54
MBI,MBIA INC,Financials,Equity,"62,548.85",0.00,"62,548.85","15,145.00",4.13
INDI,INDIE SEMICONDUCTOR INC CLASS A,Information Technology,Equity,"62,791.20",0.00,"62,791.20","33,048.00",1.90
HDSN,HUDSON TECHNOLOGIES INC,Industrials,Equity,"63,202.37",0.00,"63,202.37","11,429.00",5.53
WOW,WIDEOPENWEST INC,Communication,Equity,"63,251.19",0.00,"63,251.19","14,953.00",4.23
UPB,UPSTREAM BIO INC,Health Care,Equity,"60,729.60",0.00,"60,729.60","9,489.00",6.40
GCO,GENESCO INC,Consumer Discretionary,Equity,"60,933.60",0.00,"60,933.60","3,224.00",18.90
PAYS,PAYSIGN INC,Financials,Equity,"60,983.55",0.00,"60,983.55","30,645.00",1.99
UTMD,UTAH MEDICAL PRODUCTS INC,Health Care,Equity,"61,046.60",0.00,"61,046.60","1,154.00",52.90
VNDA,VANDA PHARMACEUTICALS INC,Health Care,Equity,"61,130.64",0.00,"61,130.64","14,983.00",4.08
OSUR,ORASURE TECHNOLOGIES INC,Health Care,Equity,"61,275.48",0.00,"61,275.48","20,842.00",2.94
CMT,CORE MOLDING TECHNOLOGIES INC,Materials,Equity,"61,410.90",0.00,"61,410.90","4,155.00",14.78
BLDE,BLADE AIR MOBILITY INC CLASS A,Industrials,Equity,"61,419.80",0.00,"61,419.80","23,623.00",2.60
SEAT,VIVID SEATS INC CLASS A,Communication,Equity,"61,449.25",0.00,"61,449.25","22,675.00",2.71
