Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price
NJR,NEW JERSEY RESOURCES CORP,Utilities,Equity,"1,267,168.20",0.01,"1,267,168.20","26,610.00",47.62
SRPT,SAREPTA THERAPEUTICS INC,Health Care,Equity,"1,261,976.04",0.01,"1,261,976.04","25,084.00",50.31
NXST,NEXSTAR MEDIA GROUP INC,Communication,Equity,"1,262,085.00",0.01,"1,262,085.00","8,250.00",152.98
VNOM,VIPER ENERGY INC CLASS A,Energy,Equity,"1,258,775.50",0.01,"1,258,775.50","34,487.00",36.50
FSS,FEDERAL SIGNAL CORP,Industrials,Equity,"1,259,099.80",0.01,"1,259,099.80","16,969.00",74.20
SKY,CHAMPION HOMES INC,Consumer Discretionary,Equity,"1,259,511.09",0.01,"1,259,511.09","15,217.00",82.77
RDN,RADIAN GROUP INC,Financials,Equity,"1,256,478.75",0.01,"1,256,478.75","39,825.00",31.55
MTDR,MATADOR RESOURCES,Energy,Equity,"1,253,033.76",0.01,"1,253,033.76","33,114.00",37.84
VRNS,VARONIS SYSTEMS INC,Information Technology,Equity,"1,253,042.12",0.01,"1,253,042.12","30,458.00",41.14
CSWI,CSW INDUSTRIALS INC,Industrials,Equity,"1,251,234.00",0.01,"1,251,234.00","4,437.00",282.00
MTH,MERITAGE CORP,Consumer Discretionary,Equity,"1,248,705.60",0.01,"1,248,705.60","19,758.00",63.20
BBIO,BRIDGEBIO PHARMA INC,Health Care,Equity,"1,246,875.21",0.01,"1,246,875.21","38,591.00",32.31
MOGA,MOOG INC CLASS A,Industrials,Equity,"1,237,703.40",0.01,"1,237,703.40","7,740.00",159.91
QLYS,QUALYS INC,Information Technology,Equity,"1,236,885.72",0.01,"1,236,885.72","10,074.00",122.78
WSC,WILLSCOT HOLDINGS CORP CLASS A,Industrials,Equity,"1,231,319.30",0.01,"1,231,319.30","49,670.00",24.79
GBCI,GLACIER BANCORP INC,Financials,Equity,"1,229,359.50",0.01,"1,229,359.50","31,890.00",38.55
DAR,DARLING INGREDIENTS INC,Consumer Staples,Equity,"1,225,957.87",0.01,"1,225,957.87","42,761.00",28.67
CRUS,CIRRUS LOGIC INC,Information Technology,Equity,"1,226,337.05",0.01,"1,226,337.05","14,453.00",84.85
NOV,NOV INC,Energy,Equity,"1,222,825.68",0.01,"1,222,825.68","106,056.00",11.53
ABG,ASBURY AUTOMOTIVE GROUP INC,Consumer Discretionary,Equity,"1,221,958.64",0.01,"1,221,958.64","5,462.00",223.72
ADMA,ADMA BIOLOGICS INC,Health Care,Equity,"1,216,964.64",0.01,"1,216,964.64","65,148.00",18.68
CHX,CHAMPIONX CORP,Energy,Equity,"1,214,455.58",0.01,"1,214,455.58","51,922.00",23.39
JBTM,JBT MAREL CORP,Industrials,Equity,"1,209,178.04",0.01,"1,209,178.04","12,614.00",95.86
BIO,BIO RAD LABORATORIES INC CLASS A,Health Care,Equity,"1,206,978.84",0.01,"1,206,978.84","5,196.00",232.29
FMC,FMC CORP,Materials,Equity,"1,206,284.64",0.01,"1,206,284.64","33,286.00",36.24
SWX,SOUTHWEST GAS HOLDINGS INC,Utilities,Equity,"1,202,974.08",0.01,"1,202,974.08","17,304.00",69.52
GKOS,GLAUKOS CORP,Health Care,Equity,"1,199,561.14",0.01,"1,199,561.14","13,379.00",89.66
HXL,HEXCEL CORP,Industrials,Equity,"1,194,776.64",0.01,"1,194,776.64","23,372.00",51.12
QTWO,Q2 HOLDINGS INC,Information Technology,Equity,"1,189,262.84",0.01,"1,189,262.84","16,363.00",72.68
SR,SPIRE INC,Utilities,Equity,"1,181,336.25",0.01,"1,181,336.25","15,825.00",74.65
AHR,AMERICAN HEALTHCARE REIT INC,Real Estate,Equity,"1,180,264.80",0.01,"1,180,264.80","40,755.00",28.96
FCFS,FIRSTCASH HOLDINGS INC,Financials,Equity,"1,173,765.21",0.01,"1,173,765.21","9,833.00",119.37
PECO,PHILLIPS EDISON AND COMPANY INC,Real Estate,Equity,"1,169,606.64",0.01,"1,169,606.64","33,882.00",34.52
SIRI,SIRIUSXM HOLDINGS INC,Communication,Equity,"1,166,728.32",0.01,"1,166,728.32","58,104.00",20.08
DINO,HF SINCLAIR CORP,Energy,Equity,"1,164,153.51",0.01,"1,164,153.51","43,261.00",26.91
AL,AIR LEASE CORP CLASS A,Industrials,Equity,"1,164,795.60",0.01,"1,164,795.60","28,605.00",40.72
WHR,WHIRLPOOL CORP,Consumer Discretionary,Equity,"1,165,194.30",0.01,"1,165,194.30","14,394.00",80.95
ITRI,ITRON INC,Information Technology,Equity,"1,156,723.56",0.01,"1,156,723.56","11,898.00",97.22
AN,AUTONATION INC,Consumer Discretionary,Equity,"1,153,623.10",0.01,"1,153,623.10","6,937.00",166.30
CNX,CNX RESOURCES CORP,Energy,Equity,"1,149,045.92",0.01,"1,149,045.92","39,677.00",28.96
GLOB,GLOBANT SA,Information Technology,Equity,"1,149,501.30",0.01,"1,149,501.30","10,979.00",104.70
UBSI,UNITED BANKSHARES INC,Financials,Equity,"1,146,365.50",0.01,"1,146,365.50","36,106.00",31.75
CCCS,CCC INTELLIGENT SOLUTIONS HOLDINGS,Information Technology,Equity,"1,147,176.53",0.01,"1,147,176.53","130,213.00",8.81
ZWS,ZURN ELKAY WATER SOLUTIONS CORP,Industrials,Equity,"1,145,473.98",0.01,"1,145,473.98","39,242.00",29.19
ELAN,ELANCO ANIMAL HEALTH INC,Health Care,Equity,"1,141,027.42",0.01,"1,141,027.42","131,002.00",8.71
ALKS,ALKERMES,Health Care,Equity,"1,138,636.98",0.01,"1,138,636.98","42,822.00",26.59
MKSI,MKS INSTRUMENTS INC,Information Technology,Equity,"1,139,360.64",0.01,"1,139,360.64","17,736.00",64.24
COLB,COLUMBIA BANKING SYSTEM INC,Financials,Equity,"1,137,683.14",0.01,"1,137,683.14","54,934.00",20.71
DLB,DOLBY LABORATORIES INC CLASS A,Information Technology,Equity,"1,133,895.12",0.01,"1,133,895.12","15,627.00",72.56
KRG,KITE REALTY GROUP TRUST REIT,Real Estate,Equity,"1,131,694.37",0.01,"1,131,694.37","55,831.00",20.27
BOX,BOX INC CLASS A,Information Technology,Equity,"1,132,654.60",0.01,"1,132,654.60","37,730.00",30.02
TXNM,TXNM ENERGY INC,Utilities,Equity,"1,130,354.80",0.01,"1,130,354.80","22,580.00",50.06
CYTK,CYTOKINETICS INC,Health Care,Equity,"1,129,746.80",0.01,"1,129,746.80","29,848.00",37.85
IONS,IONIS PHARMACEUTICALS INC,Health Care,Equity,"1,127,589.36",0.01,"1,127,589.36","42,216.00",26.71
CUZ,COUSINS PROPERTIES REIT INC,Real Estate,Equity,"1,126,074.51",0.01,"1,126,074.51","43,461.00",25.91
CE,CELANESE CORP,Materials,Equity,"1,127,024.20",0.01,"1,127,024.20","29,990.00",37.58
POR,PORTLAND GENERAL ELECTRIC,Utilities,Equity,"1,125,030.22",0.01,"1,125,030.22","27,031.00",41.62
VVV,VALVOLINE INC,Consumer Discretionary,Equity,"1,125,683.00",0.01,"1,125,683.00","34,372.00",32.75
INSP,INSPIRE MEDICAL SYSTEMS INC,Health Care,Equity,"1,123,242.02",0.01,"1,123,242.02","7,769.00",144.58
BRKR,BRUKER CORP,Health Care,Equity,"1,123,902.54",0.01,"1,123,902.54","29,522.00",38.07
WTM,WHITE MOUNTAINS INSURANCE GROUP LT,Financials,Equity,"1,122,116.58",0.01,"1,122,116.58",657.00,"1,707.94"
BILL,BILL HOLDINGS INC,Information Technology,Equity,"1,123,107.35",0.01,"1,123,107.35","27,161.00",41.35
CWAN,CLEARWATER ANALYTICS HOLDINGS INC,Information Technology,Equity,"1,120,785.18",0.01,"1,120,785.18","48,603.00",23.06
MMS,MAXIMUS INC,Industrials,Equity,"1,117,842.96",0.01,"1,117,842.96","16,568.00",67.47
OZK,BANK OZK,Financials,Equity,"1,118,928.05",0.01,"1,118,928.05","29,735.00",37.63
SON,SONOCO PRODUCTS,Materials,Equity,"1,116,594.71",0.01,"1,116,594.71","26,279.00",42.49
FNB,FNB CORP,Financials,Equity,"1,117,507.20",0.01,"1,117,507.20","94,704.00",11.80
CALM,CAL MAINE FOODS INC,Consumer Staples,Equity,"1,115,235.72",0.01,"1,115,235.72","11,779.00",94.68
ORA,ORMAT TECH INC,Utilities,Equity,"1,115,257.22",0.01,"1,115,257.22","16,274.00",68.53
MOD,MODINE MANUFACTURING,Consumer Discretionary,Equity,"1,112,193.75",0.01,"1,112,193.75","14,375.00",77.37
PBH,PRESTIGE CONSUMER HEALTHCARE INC,Health Care,Equity,"1,109,681.79",0.01,"1,109,681.79","13,749.00",80.71
HWC,HANCOCK WHITNEY CORP,Financials,Equity,"1,109,835.72",0.01,"1,109,835.72","23,806.00",46.62
ROIV,ROIVANT SCIENCES LTD,Health Care,Equity,"1,110,039.50",0.01,"1,110,039.50","115,030.00",9.65
LEA,LEAR CORP,Consumer Discretionary,Equity,"1,108,082.61",0.01,"1,108,082.61","14,517.00",76.33
STRL,STERLING INFRASTRUCTURE INC,Industrials,Equity,"1,101,386.38",0.01,"1,101,386.38","8,318.00",132.41
BYD,BOYD GAMING CORP,Consumer Discretionary,Equity,"1,100,365.90",0.01,"1,100,365.90","17,113.00",64.30
CBT,CABOT CORP,Materials,Equity,"1,100,845.20",0.01,"1,100,845.20","14,232.00",77.35
AVT,AVNET INC,Information Technology,Equity,"1,099,306.54",0.01,"1,099,306.54","24,571.00",44.74
SBRA,SABRA HEALTH CARE REIT INC,Real Estate,Equity,"1,099,477.28",0.01,"1,099,477.28","63,664.00",17.27
GTES,GATES INDUSTRIAL PLC,Industrials,Equity,"1,097,561.48",0.01,"1,097,561.48","63,886.00",17.18
NOVT,NOVANTA INC,Information Technology,Equity,"1,098,012.00",0.01,"1,098,012.00","9,892.00",111.00
ATGE,ADTALEM GLOBAL EDUCATION INC,Consumer Discretionary,Equity,"1,095,120.90",0.01,"1,095,120.90","10,655.00",102.78
FFIN,FIRST FINANCIAL BANKSHARES INC,Financials,Equity,"1,090,961.60",0.01,"1,090,961.60","34,744.00",31.40
DY,DYCOM INDUSTRIES INC,Industrials,Equity,"1,091,480.75",0.01,"1,091,480.75","7,225.00",151.07
AVAV,AEROVIRONMENT INC,Industrials,Equity,"1,089,663.77",0.01,"1,089,663.77","7,841.00",138.97
BIPC,BROOKFIELD INFRASTRUCTURE CORP CLA,Utilities,Equity,"1,079,843.34",0.01,"1,079,843.34","31,882.00",33.87
OGS,ONE GAS INC,Utilities,Equity,"1,078,681.41",0.01,"1,078,681.41","14,563.00",74.07
SPR,SPIRIT AEROSYSTEMS INC CLASS A,Industrials,Equity,"1,075,507.80",0.01,"1,075,507.80","32,730.00",32.86
KRYS,KRYSTAL BIOTECH INC,Health Care,Equity,"1,074,105.90",0.01,"1,074,105.90","6,686.00",160.65
MARA,MARA HOLDINGS INC,Information Technology,Equity,"1,071,498.06",0.01,"1,071,498.06","91,269.00",11.74
CGNX,COGNEX CORP,Information Technology,Equity,"1,072,438.85",0.01,"1,072,438.85","45,733.00",23.45
ESI,ELEMENT SOLUTIONS INC,Materials,Equity,"1,069,830.02",0.01,"1,069,830.02","59,402.00",18.01
EXPO,EXPONENT INC,Industrials,Equity,"1,067,606.00",0.01,"1,067,606.00","13,514.00",79.00
IRT,INDEPENDENCE REALTY INC TRUST,Real Estate,Equity,"1,068,136.00",0.01,"1,068,136.00","58,400.00",18.29
VFC,VF CORP,Consumer Discretionary,Equity,"1,066,768.56",0.01,"1,066,768.56","93,249.00",11.44
JHG,JANUS HENDERSON GROUP PLC,Financials,Equity,"1,063,786.68",0.01,"1,063,786.68","34,947.00",30.44
SLGN,SILGAN HOLDINGS INC,Materials,Equity,"1,058,211.64",0.01,"1,058,211.64","22,222.00",47.62
SANM,SANMINA CORP,Information Technology,Equity,"1,055,260.32",0.01,"1,055,260.32","14,138.00",74.64
GXO,GXO LOGISTICS INC,Industrials,Equity,"1,055,979.04",0.01,"1,055,979.04","31,279.00",33.76
ESGR,ENSTAR GROUP LTD,Financials,Equity,"1,052,836.87",0.01,"1,052,836.87","3,169.00",332.23
FELE,FRANKLIN ELECTRIC INC,Industrials,Equity,"1,051,650.00",0.01,"1,051,650.00","11,875.00",88.56
BCC,BOISE CASCADE,Industrials,Equity,"1,045,645.92",0.01,"1,045,645.92","11,044.00",94.68
PLMR,PALOMAR HOLDINGS INC,Financials,Equity,"1,045,828.86",0.01,"1,045,828.86","7,314.00",142.99
KAI,KADANT INC,Industrials,Equity,"1,045,847.10",0.01,"1,045,847.10","3,351.00",312.10
AGO,ASSURED GUARANTY LTD,Financials,Equity,"1,046,509.17",0.01,"1,046,509.17","13,083.00",79.99
ITGR,INTEGER HOLDINGS CORP,Health Care,Equity,"1,044,276.42",0.01,"1,044,276.42","9,174.00",113.83
BDC,BELDEN INC,Information Technology,Equity,"1,043,236.67",0.01,"1,043,236.67","11,299.00",92.33
TENB,TENABLE HOLDINGS INC,Information Technology,Equity,"1,038,494.78",0.01,"1,038,494.78","31,594.00",32.87
IBP,INSTALLED BUILDING PRODUCTS INC,Consumer Discretionary,Equity,"1,034,486.64",0.01,"1,034,486.64","6,072.00",170.37
CBZ,CBIZ INC,Industrials,Equity,"1,032,170.08",0.01,"1,032,170.08","13,682.00",75.44
BKH,BLACK HILLS CORP,Utilities,Equity,"1,032,364.75",0.01,"1,032,364.75","17,723.00",58.25
EEFT,EURONET WORLDWIDE INC,Financials,Equity,"1,030,786.64",0.01,"1,030,786.64","11,128.00",92.63
CADE,CADENCE BANK,Financials,Equity,"1,029,984.30",0.01,"1,029,984.30","38,190.00",26.97
LYFT,LYFT INC CLASS A,Industrials,Equity,"1,026,064.68",0.01,"1,026,064.68","93,876.00",10.93
LAZ,LAZARD INC,Financials,Equity,"1,023,047.35",0.01,"1,023,047.35","29,255.00",34.97
GAP,GAP INC,Consumer Discretionary,Equity,"1,019,977.00",0.01,"1,019,977.00","53,683.00",19.00
PVH,PVH CORP,Consumer Discretionary,Equity,"1,020,100.80",0.01,"1,020,100.80","14,752.00",69.15
CNO,CNO FINANCIAL GROUP INC,Financials,Equity,"1,015,671.69",0.01,"1,015,671.69","27,819.00",36.51
TKR,TIMKEN,Industrials,Equity,"1,012,742.25",0.01,"1,012,742.25","16,809.00",60.25
TPG,TPG INC CLASS A,Financials,Equity,"1,010,685.00",0.01,"1,010,685.00","23,075.00",43.80
VLY,VALLEY NATIONAL,Financials,Equity,"1,007,211.00",0.01,"1,007,211.00","125,275.00",8.04
ANF,ABERCROMBIE AND FITCH CLASS A,Consumer Discretionary,Equity,"1,008,429.84",0.01,"1,008,429.84","13,816.00",72.99
CNR,CORE NATURAL RESOURCES INC,Energy,Equity,"1,004,277.38",0.01,"1,004,277.38","14,843.00",67.66
PIPR,PIPER SANDLER COMPANIES,Financials,Equity,"1,001,860.84",0.01,"1,001,860.84","4,483.00",223.48
MSGS,MADISON SQUARE GARDEN SPORTS CORP,Communication,Equity,"1,000,699.04",0.01,"1,000,699.04","5,324.00",187.96
NSIT,INSIGHT ENTERPRISES INC,Information Technology,Equity,"999,190.92",0.01,"999,190.92","7,419.00",134.68
CVCO,CAVCO INDUSTRIES INC,Consumer Discretionary,Equity,"988,617.83",0.01,"988,617.83","2,117.00",466.99
TDS,TELEPHONE AND DATA SYSTEMS INC,Communication,Equity,"985,414.59",0.01,"985,414.59","27,813.00",35.43
ESE,ESCO TECHNOLOGIES INC,Industrials,Equity,"980,931.00",0.01,"980,931.00","6,673.00",147.00
ALE,ALLETE INC,Utilities,Equity,"978,324.62",0.01,"978,324.62","15,142.00",64.61
NEU,NEWMARKET CORP,Materials,Equity,"978,363.44",0.01,"978,363.44","1,784.00",548.41
BCO,BRINKS,Industrials,Equity,"976,287.24",0.01,"976,287.24","11,754.00",83.06
MWA,MUELLER WATER PRODUCTS INC SERIES,Industrials,Equity,"976,343.61",0.01,"976,343.61","40,529.00",24.09
ACA,ARCOSA INC,Industrials,Equity,"971,423.69",0.01,"971,423.69","12,899.00",75.31
LFUS,LITTELFUSE INC,Information Technology,Equity,"969,313.84",0.01,"969,313.84","6,347.00",152.72
SKYW,SKYWEST INC,Industrials,Equity,"968,709.47",0.01,"968,709.47","11,441.00",84.67
SNDK,SANDISK CORP,Information Technology,Equity,"966,432.50",0.01,"966,432.50","31,100.00",31.07
VRRM,VERRA MOBILITY CORP CLASS A,Industrials,Equity,"966,832.89",0.01,"966,832.89","44,493.00",21.73
RYN,RAYONIER REIT INC,Real Estate,Equity,"963,806.64",0.01,"963,806.64","39,761.00",24.24
EPR,EPR PROPERTIES REIT,Real Estate,Equity,"963,386.97",0.01,"963,386.97","20,839.00",46.23
AXSM,AXSOME THERAPEUTICS INC,Health Care,Equity,"961,473.80",0.01,"961,473.80","10,052.00",95.65
SEE,SEALED AIR CORP,Materials,Equity,"960,536.76",0.01,"960,536.76","38,026.00",25.26
FRPT,FRESHPET INC,Consumer Staples,Equity,"958,286.03",0.01,"958,286.03","12,259.00",78.17
CLF,CLEVELAND CLIFFS INC,Materials,Equity,"958,288.24",0.01,"958,288.24","131,633.00",7.28
LUMN,LUMEN TECHNOLOGIES INC,Communication,Equity,"958,338.18",0.01,"958,338.18","270,717.00",3.54
KMPR,KEMPER CORP,Financials,Equity,"959,221.77",0.01,"959,221.77","16,507.00",58.11
MGY,MAGNOLIA OIL GAS CORP CLASS A,Energy,Equity,"956,883.98",0.01,"956,883.98","48,746.00",19.63
LITE,LUMENTUM HOLDINGS INC,Information Technology,Equity,"951,917.72",0.01,"951,917.72","17,476.00",54.47
SFBS,SERVISFIRST BANCSHARES INC,Financials,Equity,"951,992.86",0.01,"951,992.86","13,793.00",69.02
AROC,ARCHROCK INC,Energy,Equity,"949,892.87",0.01,"949,892.87","42,577.00",22.31
PCVX,VAXCYTE INC,Health Care,Equity,"946,630.40",0.01,"946,630.40","33,760.00",28.04
MSM,MSC INDUSTRIAL INC CLASS A,Industrials,Equity,"942,865.44",0.01,"942,865.44","12,452.00",75.72
NWS,NEWS CORP CLASS B,Communication,Equity,"939,046.68",0.01,"939,046.68","31,746.00",29.58
ENS,ENERSYS,Industrials,Equity,"939,542.85",0.01,"939,542.85","11,595.00",81.03
KBH,KB HOME,Consumer Discretionary,Equity,"940,311.60",0.01,"940,311.60","18,294.00",51.40
CHH,CHOICE HOTELS INTERNATIONAL INC,Consumer Discretionary,Equity,"934,355.03",0.01,"934,355.03","7,597.00",122.99
RDNT,RADNET INC,Health Care,Equity,"930,627.00",0.01,"930,627.00","17,559.00",53.00
SLG,SL GREEN REALTY REIT CORP,Real Estate,Equity,"928,567.92",0.01,"928,567.92","18,858.00",49.24
HL,HECLA MINING,Materials,Equity,"922,887.46",0.01,"922,887.46","168,718.00",5.47
ROAD,CONSTRUCTION PARTNERS INC CLASS A,Industrials,Equity,"922,947.76",0.01,"922,947.76","11,816.00",78.11
LANC,LANCASTER COLONY CORP,Consumer Staples,Equity,"923,995.14",0.01,"923,995.14","5,101.00",181.14
THO,THOR INDUSTRIES INC,Consumer Discretionary,Equity,"922,444.11",0.01,"922,444.11","13,433.00",68.67
CDE,COEUR MINING INC,Materials,Equity,"920,541.24",0.01,"920,541.24","167,676.00",5.49
URBN,URBAN OUTFITTERS INC,Consumer Discretionary,Equity,"919,253.70",0.01,"919,253.70","18,985.00",48.42
KRC,KILROY REALTY REIT CORP,Real Estate,Equity,"918,439.62",0.01,"918,439.62","31,314.00",29.33
GEO,GEO GROUP INC,Industrials,Equity,"916,715.52",0.01,"916,715.52","33,408.00",27.44
CACC,CREDIT ACCEPTANCE CORP,Financials,Equity,"911,904.93",0.01,"911,904.93","1,839.00",495.87
FIVE,FIVE BELOW INC,Consumer Discretionary,Equity,"910,798.65",0.01,"910,798.65","14,745.00",61.77
PRGO,PERRIGO PLC,Health Care,Equity,"907,872.84",0.01,"907,872.84","37,269.00",24.36
MAC,MACERICH REIT,Real Estate,Equity,"908,350.04",0.01,"908,350.04","63,388.00",14.33
FLO,FLOWERS FOODS INC,Consumer Staples,Equity,"907,015.20",0.01,"907,015.20","49,836.00",18.20
BEPC,BROOKFIELD RENEWABLE SUBORDINATE V,Utilities,Equity,"902,623.30",0.01,"902,623.30","34,810.00",25.93
SKT,TANGER INC,Real Estate,Equity,"900,230.24",0.01,"900,230.24","29,096.00",30.94
KFY,KORN FERRY,Industrials,Equity,"898,262.82",0.01,"898,262.82","14,274.00",62.93
PLXS,PLEXUS CORP,Information Technology,Equity,"896,710.32",0.01,"896,710.32","7,524.00",119.18
GFS,GLOBALFOUNDRIES INC,Information Technology,Equity,"895,052.13",0.01,"895,052.13","26,473.00",33.81
AX,AXOS FINANCIAL INC,Financials,Equity,"892,195.02",0.01,"892,195.02","15,606.00",57.17
NPO,ENPRO INC,Industrials,Equity,"887,752.16",0.01,"887,752.16","6,088.00",145.82
SNEX,STONEX GROUP INC,Financials,Equity,"888,351.84",0.01,"888,351.84","12,008.00",73.98
CRVL,CORVEL CORP,Health Care,Equity,"885,304.50",0.01,"885,304.50","7,705.00",114.90
HRI,HERC HOLDINGS INC,Industrials,Equity,"882,750.33",0.01,"882,750.33","7,493.00",117.81
AVA,AVISTA CORP,Utilities,Equity,"880,792.02",0.01,"880,792.02","21,943.00",40.14
BE,BLOOM ENERGY CLASS A CORP,Industrials,Equity,"879,721.65",0.01,"879,721.65","52,209.00",16.85
WK,WORKIVA INC CLASS A,Information Technology,Equity,"876,857.12",0.01,"876,857.12","13,168.00",66.59
MP,MP MATERIALS CORP CLASS A,Materials,Equity,"874,864.10",0.01,"874,864.10","37,165.00",23.54
NWE,NORTHWESTERN ENERGY GROUP INC,Utilities,Equity,"871,625.19",0.01,"871,625.19","15,657.00",55.67
LINE,LINEAGE INC,Real Estate,Equity,"870,037.42",0.01,"870,037.42","16,661.00",52.22
PEGA,PEGASYSTEMS INC,Information Technology,Equity,"861,677.46",0.01,"861,677.46","12,726.00",67.71
GVA,GRANITE CONSTRUCTION INC,Industrials,Equity,"861,028.50",0.01,"861,028.50","11,146.00",77.25
PCH,POTLATCHDELTIC CORP,Real Estate,Equity,"857,739.99",0.01,"857,739.99","21,831.00",39.29
GLNG,GOLAR LNG LTD,Energy,Equity,"850,510.08",0.01,"850,510.08","25,472.00",33.39
DORM,DORMAN PRODUCTS INC,Consumer Discretionary,Equity,"850,722.77",0.01,"850,722.77","7,471.00",113.87
M,MACYS INC,Consumer Discretionary,Equity,"851,628.10",0.01,"851,628.10","74,378.00",11.45
MDU,MDU RESOURCES GROUP INC,Utilities,Equity,"849,150.85",0.01,"849,150.85","52,579.00",16.15
MATX,MATSON INC,Industrials,Equity,"848,261.46",0.01,"848,261.46","8,322.00",101.93
OSIS,OSI SYSTEMS INC,Information Technology,Equity,"848,608.44",0.01,"848,608.44","4,601.00",184.44
STNE,STONECO LTD CLASS A,Financials,Equity,"845,789.40",0.01,"845,789.40","77,030.00",10.98
BC,BRUNSWICK CORP,Consumer Discretionary,Equity,"842,258.34",0.01,"842,258.34","19,047.00",44.22
LLYVK,LIBERTY MEDIA LIBERTY LIVE CORP SE,Communication,Equity,"840,977.17",0.01,"840,977.17","12,391.00",67.87
IBOC,INTERNATIONAL BANCSHARES CORP,Financials,Equity,"841,742.30",0.01,"841,742.30","14,770.00",56.99
LOAR,LOAR HOLDINGS INC,Industrials,Equity,"839,832.42",0.01,"839,832.42","9,778.00",85.89
MGEE,MGE ENERGY INC,Utilities,Equity,"840,309.98",0.01,"840,309.98","9,574.00",87.77
RARE,ULTRAGENYX PHARMACEUTICAL INC,Health Care,Equity,"838,218.48",0.01,"838,218.48","25,278.00",33.16
SXT,SENSIENT TECHNOLOGIES CORP,Materials,Equity,"837,037.52",0.01,"837,037.52","11,512.00",72.71
AEIS,ADVANCED ENERGY INDUSTRIES INC,Information Technology,Equity,"837,878.73",0.01,"837,878.73","9,663.00",86.71
BXMT,BLACKSTONE MORTGAGE TRUST REIT CLA,Financials,Equity,"835,478.40",0.01,"835,478.40","48,016.00",17.40
ASB,ASSOCIATED BANCORP,Financials,Equity,"835,083.39",0.01,"835,083.39","43,291.00",19.29
SMPL,THE SIMPLY GOOD FOODS COMPANY,Consumer Staples,Equity,"835,153.02",0.01,"835,153.02","23,026.00",36.27
ICUI,ICU MEDICAL INC,Health Care,Equity,"833,210.17",0.01,"833,210.17","6,019.00",138.43
ABCB,AMERIS BANCORP,Financials,Equity,"833,358.24",0.01,"833,358.24","16,302.00",51.12
BHF,BRIGHTHOUSE FINANCIAL INC,Financials,Equity,"830,270.53",0.01,"830,270.53","17,557.00",47.29
MC,MOELIS CLASS A,Financials,Equity,"829,288.18",0.01,"829,288.18","16,331.00",50.78
OTTR,OTTER TAIL CORP,Utilities,Equity,"826,595.76",0.01,"826,595.76","10,663.00",77.52
NHI,NATIONAL HEALTH INVESTORS REIT INC,Real Estate,Equity,"822,484.92",0.01,"822,484.92","11,476.00",71.67
MPW,MEDICAL PROPERTIES TRUST REIT INC,Real Estate,Equity,"821,647.42",0.01,"821,647.42","158,926.00",5.17
PJT,PJT PARTNERS INC CLASS A,Financials,Equity,"819,883.68",0.01,"819,883.68","6,338.00",129.36
HAE,HAEMONETICS CORP,Health Care,Equity,"818,577.97",0.01,"818,577.97","13,811.00",59.27
KTB,KONTOOR BRANDS INC,Consumer Discretionary,Equity,"815,815.35",0.01,"815,815.35","14,265.00",57.19
BOOT,BOOT BARN HOLDINGS INC,Consumer Discretionary,Equity,"816,172.55",0.01,"816,172.55","8,245.00",98.99
COMP,COMPASS INC CLASS A,Real Estate,Equity,"813,741.72",0.01,"813,741.72","108,789.00",7.48
RUSHA,RUSH ENTERPRISES INC CLASS A,Industrials,Equity,"811,668.00",0.01,"811,668.00","15,609.00",52.00
AMED,AMEDISYS INC,Health Care,Equity,"809,683.50",0.01,"809,683.50","8,849.00",91.50
STEP,STEPSTONE GROUP INC CLASS A,Financials,Equity,"808,541.68",0.01,"808,541.68","17,704.00",45.67
GMS,GMS INC,Industrials,Equity,"809,347.05",0.01,"809,347.05","11,255.00",71.91
FTDR,FRONTDOOR INC,Consumer Discretionary,Equity,"805,503.60",0.01,"805,503.60","20,341.00",39.60
FUN,SIX FLAGS ENTERTAINMENT CORP,Consumer Discretionary,Equity,"804,182.45",0.01,"804,182.45","24,905.00",32.29
AUB,ATLANTIC UNION BANKSHARES CORP,Financials,Equity,"804,567.42",0.01,"804,567.42","33,678.00",23.89
TCBI,TEXAS CAPITAL BANCSHARES INC,Financials,Equity,"804,999.80",0.01,"804,999.80","13,145.00",61.24
